Name,Peak CCU,Price,Reviews,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Categories,Genres,Tags
4DSnake,0,6.99,,0,0,0,0,95,0,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Family Sharing","Casual,Indie,Strategy",
Quadrium 3,0,6.79,,0,0,0,0,0,0,"Single-player,Family Sharing",Casual,
Five Gods of Kung Fu,0,19.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Action,Adventure,Indie",
Mystic RUS-files,0,3.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure,Indie",
Mirror 2: Project X,0,0.99,,0,0,0,0,1,113058,"Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Family Sharing","Adventure,Indie,RPG,Early Access",
Forgotten Legends Playtest,0,0,,0,0,0,0,0,0,,,
NARUTO: Ultimate Ninja STORM,0,19.99,,0,0,0,0,50,5094,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards,Remote Play Together,Family Sharing","Action,Adventure",
Generation ZeroÂ®,0,24.99,"â€œGeneration Zero has grown over the years to offer the best stealth survival experience that pits you against an island filled with hostile machines. The tension you feel playing solo is second to none, and going in with others still feels like youâ€™re facing an insurmountable enemy.â€ Destructoid â€œGeneration Zero combines the open world of an RPG with the shooting and looting of a battle royale, to create a rather special, 80s vision of post-apocalyptic sci-fi, where every fight feels like a battle for survival.â€ God is a Geek â€œWhat can I say? This is by far the best purchase of 2024 for me.â€ Steam User",0,0,0,0,72,26341,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing","Action,Adventure",
SeaBed,0,19.99,"â€œPlaying SeaBed was one of my most rewarding experiences this year and I've had a lot of rewarding media experiences this year.â€ Floating into Bliss â€œIn short, SeaBed is a beautiful game. Some pacing issues aside, it's a poignant exploration of love and heartbreak that manages to feel both grounded and ethereal. One thing's for sure: this isn't a game I'll forget in a hurry.â€ Digitally Downloaded â€œSeaBedâ€™s in no hurry to shuttle you along to a conclusion, because itâ€™s so utterly in love with the world itâ€™s trying to create. There are mysteries afoot not only in the lives of the three protagonists but surrounding the equally well-developed cast that surrounds them.â€ Honest Gamers",0,0,0,0,14,505,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Casual,Indie",
Flower Design â…¡,0,1.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie,Simulation",
Jigsaw Advent Calendar,0,14.99,,0,0,0,0,12,0,"Single-player,Family Sharing","Casual,Indie",
Rurizakura,0,17.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Adventure,
The Raven Remastered,0,19.99,,0,0,0,0,34,242,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV,Family Sharing",Adventure,
Break Free,0,4.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Casual,Early Access",
Scary Husband HD: Anime Horror Game,0,9.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure,Casual,Indie,Simulation",
Death Rally (Classic),0,0,,0,0,0,0,0,153,"Single-player,Partial Controller Support",Racing,
TAKANARIA,0,0,,0,0,0,0,0,0,Single-player,"Casual,Free To Play,Indie,RPG",
TAVERN GUARDIANS: BANQUET,0,3.99,,0,0,0,0,20,0,"Single-player,Steam Cloud,Family Sharing","Casual,Indie,RPG,Strategy",
ç™½èŠ± the white flower,0,0,,0,0,0,0,0,0,Single-player,"Adventure,Casual,Free To Play,Indie,RPG",
Hot Noon,0,4.99,,0,0,0,0,13,0,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Stats,Remote Play Together,Family Sharing","Casual,Indie",
EXON: The Impossible Challenge,0,1.99,,0,0,0,0,4,0,"Single-player,Steam Achievements,Family Sharing","Action,Casual,Indie",
Roadside Assistance Simulator,0,9.99,,0,0,0,0,20,0,"Single-player,Steam Achievements,Family Sharing",Simulation,
Fiery catacombs,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual,Indie",
Desert Racer,0,4.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Indie,
Welcome to Goodland Playtest,0,0,,0,0,0,0,0,0,,,
Missing Time,0,19.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Indie,
Zad Maldan My Bloody Sacrifice,0,9.99,,0,0,0,0,10,0,"Single-player,Family Sharing","Action,Adventure,Casual",
ç¥žå™¨è¡Œè€…: é‡ç”Ÿ Playtest,0,0,,0,0,0,0,0,0,,,
Diptych,0,2.99,,0,0,0,0,1,0,"Single-player,Steam Achievements,Family Sharing","Adventure,Early Access",
Succubus With Guns,0,0,,0,0,0,0,18,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Adventure,Casual,Indie,RPG,Free To Play",
ANDARA: RISE FOR REBELLION,0,0,,0,0,0,0,25,0,"Single-player,Steam Achievements,Partial Controller Support","Action,Early Access",
Flax Engine - Tech Demo 2022,0,0,,0,0,0,0,0,0,Full controller support,"Utilities,Game Development",
Frog Out!,0,0,,0,0,0,0,0,0,"Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together","Action,Casual,Indie",
Kinny and the Star Track Puzzle,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie",
"STAR WARSâ„¢ Battlefront (Classic, 2004)",0,9.99,,0,0,0,0,0,3735,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Cloud,Family Sharing",Action,
Achievement Clicker,0,0.99,,0,0,0,0,4497,2554,"Single-player,Steam Achievements,Family Sharing","Action,Adventure,Casual,Indie,Simulation,Strategy",
Donuts'n'Justice,0,2.49,,0,0,0,0,35,107,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support,Remote Play Together,Family Sharing","Action,Indie",
Wallpaper Engine,0,3.99,,0,0,0,0,17,757159,"Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Workshop,Includes level editor","Casual,Indie,Animation & Modeling,Design & Illustration,Photo Editing,Utilities",
I'm Surrounded by Classical Beauties!,0,2.99,,0,0,0,0,19,0,"Single-player,Steam Achievements,VR Supported,Family Sharing","Indie,RPG,Simulation",
Prophet: Prologue,0,0,,0,0,0,0,0,0,"Single-player,Partial Controller Support","Action,Adventure,Indie,RPG",
Riftstorm Playtest,0,0,,0,0,0,0,0,0,,,
Winter Resort Simulator,0,19.99,,0,0,0,0,0,591,"Single-player,Family Sharing","Casual,Indie,Simulation",
Roots Need Control 3.0,0,1.99,,0,0,0,0,18,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Steam Cloud,Remote Play Together,Family Sharing","Action,Indie",
Themes of Dark and Light,0,6.99,,0,0,0,0,17,0,"Single-player,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Steam Leaderboards,Includes level editor,Family Sharing","Casual,Indie",
Geneforge 1,0,19.99,,0,0,0,0,0,310,"Single-player,Family Sharing","Strategy,RPG,Indie",
Shinobi Shift,0,9.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Indie",
69 Berta Hot,0,4.99,,0,0,0,0,16,0,"Single-player,Steam Achievements,Family Sharing","Casual,Indie",
TRAMCITY HAKODATE,0,14.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Simulation,Early Access",
WhiteLily 2ï¼šæ¢¦é†’å°‘å¥³,0,4.99,â€œè¿™æ˜¯ä¸€æ¬¾è§’è‰²æ‰®æ¼”æ¸¸æˆï¼Œç«‹ç»˜ç²¾ç¾Žï¼Œå‰§æƒ…å‡ºè‰²ï¼ŒçŽ©æ³•ä»¥æ½œè¡Œè§£è°œä¸ºä¸»ï¼Œæœ¬èº«ä¸ç®—å¤ªéš¾ï¼ŒåŒæ—¶è¿˜æœ‰â€œæ— å¾®ä¸è‡³â€çš„å¼•å¯¼ç³»ç»Ÿï¼Œæ—¶åˆ»æé†’çŽ©å®¶æŽ¥ä¸‹æ¥è¯¥æ€Žä¹ˆåšï¼Œå¯ä»¥è®©çŽ©å®¶è½»æ¾äº«å—æ¸¸æˆçš„ä¹è¶£ã€‚ è€Œå¯¹äºŽå–œæ¬¢æŒ‘æˆ˜é«˜éš¾åº¦æˆ–æ˜¯ä¸çˆ±çœ‹å‰§æƒ…çš„çŽ©å®¶ï¼Œæœ¬ä½œä¹Ÿå‡†å¤‡äº†æ— å‰§æƒ…æ¨¡å¼ï¼Œè¯¥æ¨¡å¼ç”±6ä¸ªè¿·å®«ç»„æˆï¼Œæ²¡æœ‰ä»»ä½•å‰§æƒ…ä¸Žæç¤ºï¼Œéœ€è¦çŽ©å®¶ä»”ç»†è§‚å¯Ÿå¹¶è¯•é”™èƒŒç‰ˆæ‰èƒ½è¿‡å…³ã€‚â€ 8 â€“ å‘æ—¥è‘µæ¸¸æˆ â€œã€ŠWhiteLilyã€‹ç³»åˆ—çš„æœ€æ–°ç»­ä½œï¼Œç”±åˆ¶ä½œã€Šä¸½ä¸½å…¬ä¸»ã€‹åŽŸç­äººé©¬å€¾æƒ…æ‰“é€ ã€‚è·Ÿå‰ä½œç›¸æ¯”ï¼Œå‰§æƒ…è¿˜æ˜¯ä¸€å¦‚æ—¢å¾€çš„ç²¾å½©ï¼Œæµç¨‹ä¸°å¯Œåˆ°ä»¤äººæ„ŸåŠ¨ã€‚ä¸è¿‡æœ¬ä½œä¹Ÿæœ‰ç€ä¸å°çš„æå‡ï¼Œæ¯”å¦‚æ–‡å­—æŽ’ç‰ˆæ›´ç¾ŽåŒ–ï¼Œé˜…è¯»ä½“éªŒè½»æ¾ä¸è´¹çœ¼ã€‚ç«‹ç»˜CGæ›´ç²¾ç¾Žï¼Œå¦¹å­æ›´å¤šæ›´å¯çˆ±ã€‚å…¶ä¸­æœ€èµžçš„æ˜¯ç»†èŠ‚è®¾å®šæ›´åŠ äººæ€§åŒ–ï¼ŒçŽ©å®¶å¯æ ¹æ®éœ€è¦é€‰æ‹©çº¯å‰§æƒ…æˆ–çº¯è§£è°œçš„çŽ©æ³•æ¨¡å¼ã€‚å…¶ä½™ä»Žåƒæ˜¯å¤§åœ°å›¾ä¼ é€ï¼Œæ¸©é¦¨æƒŠå“è·Ÿå­˜æ¡£æç¤ºç­‰åŠŸèƒ½ä¹Ÿèƒ½çœ‹å‡ºä½œè€…çš„ç”¨å¿ƒã€‚å‚è€ƒå‰ä½œè‰¯å¿ƒçš„å®šä»·ï¼Œå¼ºçƒˆæŽ¨èï¼â€ çˆ±ã®æ¦¨æ±å±‹,0,0,0,0,23,167,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Casual,Indie,RPG",
Xurb Playtest,0,0,,0,0,0,0,0,0,,,
BLACKJACK and WAIFUS Hentai Version,0,0.59,,0,0,0,0,58,661,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Casual,Indie,RPG,Simulation",
Dusk City,0,19.99,,0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing","Action,Adventure",
Terje Haakonsen's Powder VR,0,19.99,"â€œPowder VR gives you an enormous mountain range to claim as your own. Itâ€™s chock full of massive drops, steep slopes and plenty of chances to show off your skills.â€ UploadVR â€œI had the pleasure of sitting down with Jim Brodbeck, the main developer of RainSoft Games, to talk about his upcoming title Powder VR, a game that will make you do some crazy stunts in the snow.â€ The Ghost Howls â€œAn extreme sports sim, Powder VR combines Skiing, snowboarding and wing suiting into one adrenaline-filled experience.â€ VRFocus",0,0,0,0,0,0,"Single-player,Tracked Controller Support,VR Only,Family Sharing","Casual,Indie,Racing,Simulation,Sports,Early Access",
Logicats,0,1.99,,0,0,0,0,10,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Indie,Simulation,Strategy",
God Awe-full Clicker,0,0,,0,0,0,0,80,0,"Single-player,Steam Achievements,Steam Trading Cards,In-App Purchases","Action,Adventure,Casual,Free To Play,Indie,RPG,Simulation,Strategy",
Shape Arena,0,0,,0,0,0,0,0,0,"Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together","Casual,Indie",
Gravity Badgers,0,0.74,"â€œGravity Badgers impresses right from the get-go thanks to its pretty fun tutorial that explains the core elements of this physics simulator and introduces you to a few of the main characters....Gravity Badgers is a pretty fun physics-based puzzle game with lots of levels and a few clever ideas.â€ 7/10 â€“ Softpedia â€œGravity Badgers does offer fun, enjoyable, fast-paced, puzzles for you to solve. After some extremely hard puzzles I found myself rejoicing that I beat them. If you like a challenge and want to have some fun with badgers in space, then I suggest Gravity Badgersâ€ 7/10 â€“ TwoDashStash â€œIâ€™d gladly recommend the game to fans of physics based games as this one is well done for a game that only costs $4.99â€ 7/10 â€“ Universal Gaming Reviews",0,0,0,0,18,203,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing","Casual,Indie",
Captain Bones : A Pirate's Journey,0,19.99,,0,0,0,0,33,263,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV,Family Sharing","Action,Adventure,Indie,RPG,Simulation,Early Access",
Kakele Online - MMORPG,0,0,"â€œIâ€™ve tested out dozens of mobile MMOs over the years and Iâ€™ve never been able to get into any of them. This is the first mobile MMO Iâ€™ve actually been able to get into. The gameplay is fun and challenging, and the systems in place feel like a true retro MMO. I was also really impressed by the GUI and tutorial. Normally, mobile MMOs feel extremely overwhelming by throwing a ton of complex systems and hard to understand GUI right from the start, which turns me away from wanting to learn the game. I was pleased to see that wasnâ€™t the case hereâ€”the game is very user friendly and easy to pick up. So far Iâ€™ve been loving the game and am excited to keep on exploring and learning the vocations.â€ 4.5/5 â€“ App Store â€œThis is honestly very underrated game ngl, dude this even has a voiceline and this is the very first game i saw to have voiceline with low downloads, and the story, a masterpiece... This deserves 5 stars from me And also, i didn't get bored because of the story, and quest like any other mmorpg, the only thing that gets me bored is the long distance ðŸ’€ to walk to, good thing there's a skill that maximizes your speedâ€ 4.5/5 â€“ Play Store â€œBEST GAME FOR MOBILE EVER, TIBIAME SUCKSâ€ 9.3/10 â€“ Indie DB",0,0,0,0,0,0,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,In-App Purchases","Indie,Massively Multiplayer,RPG",
The Body Changer,0,4.99,"â€œIf you like the kind of cooperative action puzzle game, and you are not afraid of difficult titles, keep it in serious consideration, because it is worth playing and a because it's not a genre rich of releases.â€ 7.8/10 â€“ -body-changer-per-pc.html â€œThe Body Changer: the videogame that makes us proud to be Italianâ€ - â€“ -body-changer-il-videogioco-che-ci-rende-fieri-di-essere-italiani/ â€œWe feel to recommend the purchase the to all those who are looking for a challenging puzzle game and able to keep us glued to the keyboard for a long time.â€ 7/10 â€“ -body-changer",0,0,0,0,45,0,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards,Family Sharing","Action,Adventure,Indie",
Fadeout: Underground,0,0,,0,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Partial Controller Support","Action,Indie,Free To Play",
Spacegirl 2038,0,7.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Action,Indie",
Shooting Chicken Insanity Chickens,0,5.99,,0,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing","Action,Indie",
Scroter,0,1.99,,0,0,0,0,24,0,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together,Family Sharing","Action,Casual,Indie",
Nightmare knock,0,0,,0,0,0,0,8,0,"Single-player,Steam Achievements","Action,Indie",
VR Drivers,0,4.99,,0,0,0,0,0,0,"Single-player,Full controller support,VR Supported,Family Sharing","Racing,Simulation,Sports,Early Access",
Imoto,0,11.99,,0,0,0,0,7,0,"Single-player,Family Sharing","Action,Adventure,Indie",
Myths of the World: Chinese Healer Collector's Edition,0,9.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual",
è´ªå©ªå¤§åœ° Playtest,0,0,,0,0,0,0,0,0,,,
Fields of Asphodel,0,11.99,,0,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing","Adventure,Indie,RPG",
"Goodnight, Lily",0,0,,0,0,0,0,0,0,Single-player,"Adventure,Free To Play",
Super Potato Bruh,0,3.99,,0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing",Action,
Angry stone,0,39.99,,0,0,0,0,0,0,"Single-player,Family Sharing","RPG,Simulation",
The Simulation,0,4.99,,0,0,0,0,7,0,"Single-player,Steam Achievements,Family Sharing","Indie,Simulation,Early Access",
Desktop Pet Project,0,2.39,,0,0,0,0,0,0,"Single-player,Steam Workshop,Family Sharing","Casual,Indie,RPG,Simulation,Sports",
Patrick's Parabox,0,19.99,,0,0,0,0,22,3139,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Casual,Indie,Strategy",
The Kind Camomille,0,9.99,,0,0,0,0,48,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Adventure,Indie",
Vincula,0,0,,0,0,0,0,0,0,Single-player,"Action,Adventure,Indie",
NOBUNAGAâ€™S AMBITION: Shouseiroku with Power Up Kit,0,19.99,,0,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing",Strategy,
Path of Achra,0,9.99,"â€œI can say that Path of Achra is probably for you if you've ever looked at a poster of an oiled-up barbarian with a huge sword fighting a wizard that's riding a wooly mammoth and thought 'hell yeah.'â€ PC Gamer â€œA stunningly simple, rapid fire condensation of the roguelike formula. What ToME was to the games that preceded it, this game is to ToME. A faster, leaner, more aggressive experience with 0 downtime.â€ Splattercat â€œAlthough the customization is deep, Path of Achra is designed to be simple to play. The controls are deliberately streamlined, and you can even set the whole game to auto-move if you just want to focus on the combat. Similarly, youâ€™re encouraged to experiment and kitbash your character build.â€ PCGamesN",0,0,0,0,101,1421,"Single-player,Steam Achievements,Steam Cloud,Family Sharing",RPG,
HamsterBall Soccer,0,1.99,,0,0,0,0,11,0,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play on TV,Remote Play Together,Family Sharing","Casual,Sports",
Amigo Fishing,0,0,,0,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Tracked Controller Support,VR Only,In-App Purchases","Casual,Free To Play,Simulation",
DARK MAGIC,0,1.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure,Casual,Indie",
Cozy Room Decorator,0,14.99,,0,0,0,0,25,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Casual,Indie,Simulation",
Breeders of the Nephelym: Alpha,0,0,,0,0,0,0,0,0,Single-player,"Adventure,Free To Play,Indie,Early Access",
Haunted Legends: The Queen of Spades Collector's Edition,0,9.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual",
